2025-02-09 00:09:58,458 INFO [main] c.i.u.LoggerUtil [IdentityServiceMain.java:15] Starting Identity Service...
2025-02-09 00:09:58,991 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:62] Total Records Processed: 12345
2025-02-09 00:09:58,991 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:63] Valid Records count: 2221
2025-02-09 00:09:58,992 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:64] Invalid Records count: 10124
2025-02-09 00:09:58,992 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:65] People with No Passport & No NI: 3073
2025-02-09 00:09:58,992 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:66] People who have lived at their address for less than five years: 2045
2025-02-09 00:09:58,993 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:67] People with More Than Two Words in Their First Name: 0
2025-02-09 00:09:58,993 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:68] Valid Records saved to: src/main/resources/valid_records.txt
2025-02-09 00:09:58,994 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:69] Invalid Records saved to: src/main/resources/invalid_records.txt
2025-02-09 00:10:30,558 INFO [main] c.i.u.LoggerUtil [IdentityServiceMain.java:15] Starting Identity Service...
2025-02-09 00:10:31,091 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:62] Total Records Processed: 12345
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:63] Valid Records count: 2221
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:64] Invalid Records count: 10124
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:65] People with No Passport & No NI: 3073
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:66] People who have lived at their address for less than five years: 2045
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:67] People with More Than Two Words in Their First Name: 0
2025-02-09 00:10:31,092 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:68] Valid Records saved to: src/main/resources/valid_records.txt
2025-02-09 00:10:31,093 INFO [main] c.i.u.LoggerUtil [IdentityServiceImpl.java:69] Invalid Records saved to: src/main/resources/invalid_records.txt
2025-02-09 00:12:22,746 INFO [main] c.i.u.LoggerUtil [IdentityServiceMain.java:15] Starting Identity Service...
2025-02-09 00:12:23,050 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Hee, Last Name: Beatty, Date of Birth: 1995-07-26, Address: Line1: 8579 Elbert Mill Nicolaschester, Postcode: null, Years at Address: 15, Passport Number: IJ834791, National Insurance Number: N/A
2025-02-09 00:12:23,051 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Julian Harry, Last Name: Schuster, Date of Birth: 1960-10-04, Address: Line1: null, Postcode: null, Years at Address: 6, Passport Number: N/A, National Insurance Number: N/A
2025-02-09 00:12:23,051 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Neda Josephine, Last Name: Renner, Date of Birth: 1989-09-06, Address: Line1: 9117 Leffler Mountain, Postcode: null, Years at Address: 2, Passport Number: AS326998, National Insurance Number: N/A
2025-02-09 00:12:23,052 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Eli, Last Name: Grady, Date of Birth: 1976-08-18, Address: Line1: 7239 Medhurst Lock Dinahport, Postcode: SA08 9OG, Years at Address: 12, Passport Number: LG188987, National Insurance Number: N/A
2025-02-09 00:12:23,052 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Jenniffer, Last Name: O'anderson, Date of Birth: 1963-09-19, Address: Line1: 61461 Lueilwitz Trace Caspershire, Postcode: BA3 0LX, Years at Address: 2, Passport Number: SA096429, National Insurance Number: 31 72 15 52 52 31 25
2025-02-09 00:12:23,052 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Yong, Last Name: O'parisian, Date of Birth: 1973-03-02, Address: Line1: 9326 Cassin Field Emeraldborough, Postcode: BA96 3HL, Years at Address: 1, Passport Number: YZ572914, National Insurance Number: 39 21 96 40 96 12 02
2025-02-09 00:12:23,053 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Horace, Last Name: O'donnelly, Date of Birth: 1961-02-12, Address: Line1: 352 Richard Valley, Postcode: EC1 9WK, Years at Address: 2, Passport Number: N/A, National Insurance Number: N/A
2025-02-09 00:12:23,053 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Linette, Last Name: Howell, Date of Birth: 1956-01-15, Address: Line1: 14461 Hartmann Plaza, Postcode: CF54 5KW, Years at Address: 21, Passport Number: N/A, National Insurance Number: 45 44 81 40 99 71 95
2025-02-09 00:12:23,053 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Boyd, Last Name: Weissnat, Date of Birth: 1960-08-03, Address: Line1: 4684 Streich Heights Erdmanbury, Postcode: null, Years at Address: 14, Passport Number: N/A, National Insurance Number: 87 20 33 70 89 51 95
2025-02-09 00:12:23,053 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Robin, Last Name: Ledner, Date of Birth: 2005-06-23, Address: Line1: 999 Ophelia Well, Postcode: null, Years at Address: 16, Passport Number: N/A, National Insurance Number: N/A
2025-02-09 00:12:23,054 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Guy, Last Name: O'rutherford, Date of Birth: 2014-08-03, Address: Line1: 500 Zieme Inlet Pokton, Postcode: SA37 7RK, Years at Address: 11, Passport Number: BZ229990, National Insurance Number: 20 61 66 32 49 69 29
2025-02-09 00:12:23,054 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Melody, Last Name: Pfeffer, Date of Birth: 1944-11-15, Address: Line1: 36731 Jenette Turnpike, Postcode: SA0 6ZT, Years at Address: 14, Passport Number: N/A, National Insurance Number: 80 88 24 35 07 64 82
2025-02-09 00:12:23,054 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Lamar, Last Name: O'swift, Date of Birth: 2000-08-26, Address: Line1: null, Postcode: null, Years at Address: 1, Passport Number: ZF170325, National Insurance Number: 81 00 09 52 40 49 95
2025-02-09 00:12:23,057 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Wilmer, Last Name: Frami, Date of Birth: 2010-05-09, Address: Line1: 974 Benton Circles, Postcode: CF0 7YV, Years at Address: 3, Passport Number: ZN293925, National Insurance Number: 33 69 16 29 39 20 83
2025-02-09 00:12:23,058 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Allen, Last Name: Wilkinson, Date of Birth: 1988-10-03, Address: Line1: null, Postcode: null, Years at Address: 6, Passport Number: N/A, National Insurance Number: N/A
2025-02-09 00:12:23,059 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Kristofer Liane, Last Name: Green, Date of Birth: 2012-11-01, Address: Line1: 3396 Cecile Mount Considinemouth, Postcode: null, Years at Address: 15, Passport Number: KV548116, National Insurance Number: N/A
2025-02-09 00:12:23,060 INFO [main] c.i.u.LoggerUtil [XMLParser.java:67] person First Names: Rodney Lovetta, Last Name: Pacocha, Date of Birth: 2006-04-24, Address: Line1: null, Postcode: null, Years at Address: 20, Passport Number: N/A, National Insurance Number: 85 52 81 25 77 70 10
